figure_no,figure_id,caption_original,caption_ru,api_page,pdf_page,block_id,candidate_id,block_type,original_text,ru_text,stage3_translate,stage3_status,stage3_confidence,bbox_pdf_points_stage3,bbox_crop_pixels_stage3,bbox_asset_pixels_stage3k,bbox_tight_ink_stage3k,bbox_safe_stage3k,line_bboxes_stage3k,replacement_bbox_stage3l,font_size_stage3l,wrapped_ru_stage3l,master_status,action,source_of_approval,source_detail,figure_accepted_keep,user_scope_note,user_policy_note,s49_rebuild_required,do_not_use_v3_mass_output_as_approval
42,Figure 42,Figure 42—Transmitter Saturation Values with a 0.70 S.G. Calibration,"Рисунок 42 — Значения насыщения преобразователя при калибровке на относительную плотность 0,70",159,167,block-021,,symbol_only,0.90,0.90,False,symbol_only,0.75,"[361.25, 311.18, 378.93, 320.29]","[642, 462, 678, 481]",,,,,,,,not_for_translation,protect_do_not_translate,stage3_source_nontranslated_protected,symbol_only,no,,,yes,yes
42,Figure 42,Figure 42—Transmitter Saturation Values with a 0.70 S.G. Calibration,"Рисунок 42 — Значения насыщения преобразователя при калибровке на относительную плотность 0,70",159,167,block-022,,callout,Specific Gravity,Относительная плотность,True,ok,0.75,"[91.62, 326.03, 344.48, 378.66]","[103, 492, 609, 597]","[472, 493, 609, 510]","[472, 492, 609, 510]","[470, 490, 611, 510]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0003,,1.04 1.00,,,stage3k_candidate_only,0.9998618960380554,,,"[609, 180, 675, 235]","[605, 176, 679, 239]","[603, 174, 681, 241]","[[636, 180, 675, 207], [609, 208, 648, 235]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0004,,0.98 0.94 0.90 0.86 0.82 0.78 41.1 49.9 65.0 82.9,,,stage3k_candidate_only,0.9998618960380554,,,"[418, 221, 630, 589]","[414, 217, 634, 593]","[412, 215, 636, 595]","[[591, 221, 630, 250], [564, 251, 603, 278], [537, 278, 576, 308], [503, 313, 543, 344], [467, 350, 506, 383], [435, 387, 474, 421], [582, 424, 621, 460], [537, 460, 575, 497], [474, 506, 510, 545], [418, 550, 450, 589]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0005,,0.96 0.92 0.88 0.84 0.80 37.0 45.4 59.7 76.6,,,stage3k_candidate_only,0.9998618960380554,,,"[434, 234, 648, 576]","[430, 230, 652, 580]","[428, 228, 654, 582]","[[578, 234, 617, 263], [552, 264, 591, 292], [521, 295, 561, 327], [485, 334, 524, 366], [450, 370, 489, 404], [609, 404, 648, 439], [559, 443, 597, 480], [496, 490, 533, 528], [434, 537, 468, 576]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0007,,7.1 12.9,,,stage3k_candidate_only,0.9998618960380554,,,"[771, 253, 836, 307]","[767, 249, 840, 311]","[765, 247, 842, 313]","[[807, 253, 836, 277], [771, 278, 810, 307]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0009,,15.9 22.3,,,stage3k_candidate_only,0.9998618960380554,,,"[722, 291, 792, 353]","[718, 287, 796, 357]","[716, 285, 798, 359]","[[753, 291, 792, 320], [722, 322, 761, 353]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0010,,19.0 25.7,,,stage3k_candidate_only,0.9998618960380554,,,"[692, 305, 774, 374]","[688, 301, 778, 378]","[686, 299, 780, 380]","[[735, 305, 774, 334], [692, 341, 731, 374]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0015,,0.76 0.70 0.64 0.584 C4H10,,,stage3k_candidate_only,0.9998618960380554,,,"[306, 403, 459, 648]","[302, 399, 463, 652]","[300, 397, 465, 654]","[[420, 403, 459, 438], [379, 448, 418, 484], [337, 491, 375, 528], [306, 532, 348, 578], [349, 599, 376, 648]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0016,,0.74 0.68 0.624 89.5 2'C4H10,,,stage3k_candidate_only,0.9998618960380554,,,"[327, 418, 446, 673]","[323, 414, 450, 677]","[321, 412, 452, 679]","[[407, 418, 446, 453], [364, 464, 403, 500], [328, 502, 372, 547], [401, 563, 433, 602], [327, 616, 352, 673]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0017,,0.72 0.66 8'C5H12,,,stage3k_candidate_only,0.9998618960380554,,,"[350, 431, 431, 622]","[346, 427, 435, 626]","[344, 425, 437, 628]","[[393, 431, 431, 467], [350, 478, 389, 515], [382, 567, 417, 622]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0023,,0.509 C3H8,,,stage3k_candidate_only,0.9998618960380554,,,"[252, 569, 302, 687]","[248, 565, 306, 691]","[246, 563, 308, 693]","[[252, 569, 290, 617], [282, 646, 302, 687]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0024,,0.378 C2H6 100,,,stage3k_candidate_only,0.9998618960380554,,,"[179, 618, 227, 765]","[175, 614, 231, 761]","[173, 612, 233, 763]","[[179, 618, 208, 666], [190, 673, 210, 713], [197, 747, 227, 765]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,,fig43_stage3j_candidate_0026,,0.2 0,,,stage3k_candidate_only,0.9998618960380554,,,"[100, 728, 141, 765]","[100, 724, 145, 761]","[98, 722, 147, 763]","[[100, 728, 125, 746], [131, 747, 141, 765]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-001,,caption,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,True,processed_after_user_removed_exception,0.95,,,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-002,,title_inside_figure,Specific Gravity - Temperature Relationship For Petroleum Oils,Зависимость относительной плотности от температуры для нефтяных масел,True,processed_after_user_removed_exception,0.86,,,"[239, 28, 837, 48]","[239, 28, 837, 47]","[237, 26, 839, 49]",,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-003,,axis_label,S — Specific gravity of oil at any temperature (referred to Water at 60 °F),S — Относительная плотность нефтяного продукта при любой температуре (отнесённая к воде при 60 °F),True,processed_after_user_removed_exception,0.86,,,"[64, 110, 87, 687]","[69, 110, 86, 686]","[67, 108, 88, 688]",,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-004,,axis_label,"t — Temperature, in Degrees Fahrenheit","t — Температура, °F",True,processed_after_user_removed_exception,0.86,,,"[347, 777, 669, 799]","[348, 782, 669, 799]","[346, 780, 671, 801]",,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-005,,legend,Specific gravity 60/60,Относительная плотность 60/60,True,processed_after_user_removed_exception,0.86,,,"[591, 131, 762, 149]","[592, 132, 762, 153]","[590, 130, 764, 155]",,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-006,,legend,API Gravity at 60 °F,Плотность в градусах API при 60 °F,True,processed_after_user_removed_exception,0.86,,,"[757, 176, 917, 194]","[757, 177, 916, 198]","[755, 175, 918, 200]",,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-007,,callout,Critical temperature,Критическая температура,True,processed_after_user_removed_exception,0.86,,,"[670, 633, 827, 651]","[666, 629, 831, 655]","[664, 627, 833, 657]",,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-008,,embedded_table_title,Typical Specific Gravities,Типовые относительные плотности,True,processed_after_user_removed_exception,0.86,,,,,,,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-009,,table_header,Liquid,Жидкость,True,processed_after_user_removed_exception,0.86,,,,,,,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-sem-010,,table_header,SG,Относительная плотность (SG),True,processed_after_user_removed_exception,0.86,,,,,,,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
43,Figure 43,Figure 43—Specific Gravity-Temperature Relationship for Hydrocarbons,Рисунок 43 — Зависимость относительной плотности углеводородов от температуры,160,168,fig43-table-001,,embedded_reference_table,,,True,,,,,,,,,,,,approved_figure_source_label,keep_existing_or_verify_if_needed,stage3_source_translate_true,figure accepted; label from STAGE3 source,yes,,Принято пользователем как готовое; не менять без явной команды.,no,yes
44,Figure 44,Figure 44—Liquid Communication with Non-Homogeneous Fluids,Рисунок 44 — Сообщение жидкости при неоднородных средах,161,169,,fig44_stage3j_candidate_0001,,LT 1,,,stage3k_candidate_only,0.9999893307685852,,,"[826, 966, 846, 1004]","[822, 962, 850, 1008]","[820, 960, 852, 1010]","[[826, 966, 846, 984], [831, 986, 841, 1004]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
44,Figure 44,Figure 44—Liquid Communication with Non-Homogeneous Fluids,Рисунок 44 — Сообщение жидкости при неоднородных средах,161,169,block-001,,caption,Figure 44—Liquid Communication with Non-Homogeneous Fluids,Рисунок 44 — Сообщение жидкости при неоднородных средах,True,caption,0.95,"[157.62, 700.31, 466.68, 711.42]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
44,Figure 44,Figure 44—Liquid Communication with Non-Homogeneous Fluids,Рисунок 44 — Сообщение жидкости при неоднородных средах,161,169,block-002,,callout,"Transmitter LT-1 is measuring the actual level since it is at the point where head from the lighter fluid is the same as the head of the heavier fluid in the vessel. On the other hand, Transmitter LT-2 is reading below the actual level because it is measuring a smaller portion of the fluid in the standpipe.","Преобразователь LT-1 измеряет фактический уровень, поскольку он расположен в точке, где напор от более лёгкой жидкости равен напору от более тяжёлой жидкости в аппарате. С другой стороны, показание преобразователя LT-2 ниже фактического уровня, поскольку он измеряет меньшую часть жидкости в стояке.",True,ok,0.75,"[307.42, 131.49, 494.49, 200.49]","[535, 56, 909, 194]","[535, 56, 904, 194]","[535, 56, 904, 194]","[533, 54, 906, 196]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
44,Figure 44,Figure 44—Liquid Communication with Non-Homogeneous Fluids,Рисунок 44 — Сообщение жидкости при неоднородных средах,161,169,block-003,,callout,Common zero point for LT-1 and LT-2,Общая нулевая точка для LT-1 и LT-2,True,ok,0.75,"[167.56, 462.41, 259.09, 484.4]","[255, 717, 438, 761]","[255, 718, 766, 762]","[251, 714, 770, 766]","[249, 712, 772, 768]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0001,,½ NPT x ½ T male connector,,,stage3k_candidate_only,1.0,,,"[494, 108, 603, 142]","[495, 108, 607, 138]","[493, 106, 609, 140]","[[510, 108, 603, 124], [494, 126, 603, 142]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0002,,block and bleed valve manifold,,,stage3k_candidate_only,1.0,,,"[65, 149, 177, 183]","[65, 150, 176, 187]","[63, 148, 178, 189]","[[65, 149, 177, 165], [65, 167, 167, 183]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0003,,¾ NPT x ½ T male connector Pipe spec process valve,,,stage3k_candidate_only,1.0,,,"[824, 153, 943, 241]","[820, 153, 943, 245]","[818, 151, 945, 247]","[[824, 153, 918, 169], [824, 171, 934, 187], [845, 207, 916, 223], [845, 225, 943, 241]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0004,,with ½ NPT connection,,,stage3k_candidate_only,1.0,,,"[305, 163, 469, 179]","[304, 163, 468, 176]","[302, 161, 470, 178]","[[305, 163, 469, 179]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0005,,free draining without pockets,,,stage3k_candidate_only,1.0,,,"[308, 225, 452, 259]","[308, 225, 452, 258]","[306, 223, 454, 260]","[[308, 225, 452, 241], [308, 243, 363, 259]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0006,,male connector,,,stage3k_candidate_only,1.0,,,"[102, 304, 212, 320]","[103, 304, 212, 316]","[101, 302, 214, 318]","[[102, 304, 212, 320]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0007,,Min. 1:12 slope,,,stage3k_candidate_only,1.0,,,"[712, 375, 821, 391]","[713, 375, 825, 395]","[711, 373, 827, 397]","[[712, 375, 821, 391]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0008,,¾ NPT x ½ T male connector,,,stage3k_candidate_only,1.0,,,"[808, 406, 917, 440]","[809, 402, 917, 436]","[807, 400, 919, 438]","[[824, 406, 917, 422], [808, 424, 917, 440]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0009,,½ NPT x ½ T male connector Block and bleed valve manifold,,,stage3k_candidate_only,1.0,,,"[630, 426, 744, 505]","[626, 422, 748, 501]","[624, 420, 750, 503]","[[630, 426, 723, 442], [630, 444, 739, 460], [630, 471, 744, 487], [630, 489, 732, 505]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0010,,¾ NPT x ½ T male connector,,,stage3k_candidate_only,1.0,,,"[208, 477, 318, 511]","[209, 478, 318, 508]","[207, 476, 320, 510]","[[224, 477, 318, 493], [208, 495, 318, 511]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0011,,Transmitter and tube free draining without pockets,,,stage3k_candidate_only,1.0,,,"[799, 477, 946, 529]","[799, 477, 945, 528]","[797, 475, 947, 530]","[[799, 477, 946, 493], [799, 495, 943, 511], [799, 513, 854, 529]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,,fig45_stage3j_candidate_0012,,Liquid and Condensing Services,,,stage3k_candidate_only,1.0,,,"[663, 619, 942, 637]","[664, 615, 942, 637]","[662, 613, 944, 637]","[[663, 619, 942, 637]]",,,,manual_or_strategy_change,manual_review_before_rebuild,stage3k_manual,Не входит в утверждённый пользовательский список или не прошёл фильтр кандидатов.,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-001,,caption,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,True,caption,0.95,"[193.33, 404.27, 406.78, 415.39]",,,,,,,,,approved_not_inside_png,skip_caption_or_html_block,stage3_source_translate_true,caption/note is outside crop or represented as HTML,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-002,,callout,Above the Tap Connections Vapor and Cryogenic Services,Выше отборных присоединений паровые и криогенные среды,True,ok,0.75,"[94.88, 103.36, 224.44, 121.36]","[110, 47, 369, 83]","[121, 47, 358, 65]","[118, 48, 357, 69]","[116, 46, 359, 71]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-003,,callout,Above the Tap Connection with Filling Tee Condensing and Corrosive Vapor Services,Выше отборного присоединения с заполняющим тройником конденсирующиеся и коррозионные паровые среды,True,ok,0.75,"[312.3, 103.03, 494.36, 121.03]","[545, 46, 909, 82]","[121, 47, 909, 82]","[117, 47, 908, 86]","[115, 45, 910, 88]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-004,,callout,Remote mount block and bleed valve manifold,Выносной монтаж клапанный блок с запорным и сбросным клапанами,True,ok,0.75,"[72.54, 145.59, 128.58, 171.59]","[65, 131, 177, 183]","[65, 131, 170, 147]","[66, 132, 170, 151]","[64, 130, 172, 153]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-005,,dimension_or_callout,Pressure transmitter with ½ NPT connection,Преобразователь давления с присоединением 1/2 NPT,True,ok,0.75,"[192.31, 152.26, 274.42, 169.26]","[305, 145, 469, 179]","[305, 145, 449, 161]","[305, 145, 450, 165]","[303, 143, 452, 167]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-006,,callout,Transmitter and tube free draining without pockets,Преобразователь и трубка самодренирующиеся без карманов,True,ok,0.75,"[193.97, 183.26, 512.83, 344.26]","[308, 207, 946, 529]","[308, 207, 455, 223]","[308, 207, 454, 227]","[306, 205, 456, 229]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-007,,dimension_or_callout,½ NPT x ½ T male connector,Штуцер с наружной резьбой 1/2 NPT × 1/2 T,True,check,0.75,"[91.18, 134.05, 409.58, 310.05]","[102, 108, 739, 460]","[413, 327, 522, 361]","[409, 327, 523, 357]","[407, 325, 525, 359]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-008,,dimension_or_callout,¾ NPT x ½ T male connector,Штуцер с наружной резьбой 3/4 NPT × 1/2 T,True,check,0.75,"[144.18, 156.38, 506.91, 335.6]","[208, 153, 934, 511]","[413, 327, 522, 361]","[409, 327, 523, 357]","[407, 325, 525, 359]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
45,Figure 45,Figure 45—Pressure Transmitter Installations,Рисунок 45 — Установки преобразователя давления,164,172,block-009,,callout,Filling Tee,Заполняющий тройник,True,ok,0.75,"[392.67, 103.03, 493.42, 130.8]","[705, 46, 907, 102]","[705, 86, 777, 102]","[701, 86, 777, 102]","[699, 84, 779, 104]",,,,,needs_master_review_or_rebuild,rebuild_from_original_pdf_s49_or_manual,stage3_source_translate_true,not in accepted figure set; use approved source labels and new compact bbox strategy,no,,,yes,yes
